EFO_ID	SEED
EFO_0008464	948
EFO_0008466	46
EFO_0008468	523
EFO_0008469	952
EFO_0008470	47
EFO_0008473	575
EFO_0008475	499
EFO_0008484	503
EFO_0008487	154
EFO_0008511	854
EFO_0008536	133
EFO_0008537	831
EFO_0008538	362
EFO_0008539	53
EFO_0008543	949
EFO_0008578	570
EFO_0008579	864
EFO_0008582	621
EFO_0008589	123
EFO_0008591	700
EFO_0008592	337
EFO_0008601	322
EFO_0009001	153
EFO_0009087	103
EFO_0009092	816
EFO_0009094	953
EFO_0009101	778
EFO_0009104	937
EFO_0009105	672
EFO_0009115	694
EFO_0009130	76
EFO_0009131	444
EFO_0009132	84
EFO_0009133	71
EFO_0009175	574
EFO_0009176	590
EFO_0009177	460
EFO_0009179	211
EFO_0009180	403
EFO_0009181	915
EFO_0009182	332
EFO_0009184	838
EFO_0009185	796
EFO_0009189	858
EFO_0009260	273
EFO_0009262	414
EFO_0009264	306
EFO_0009265	40
EFO_0009268	306
EFO_0009270	164
EFO_0009272	443
EFO_0009273	463
EFO_0009275	967
EFO_0009276	196
EFO_0009277	447
EFO_0009278	171
EFO_0009279	707
EFO_0009281	341
EFO_0009282	467
EFO_0009283	336
EFO_0009284	817
EFO_0009285	754
EFO_0009286	498
EFO_0009303	123
EFO_0009304	845
EFO_0009322	344
EFO_0009323	849
EFO_0009324	94
EFO_0009330	126
EFO_0009331	764
EFO_0009332	941
EFO_0009335	198
EFO_0009336	177
EFO_0009339	42
EFO_0009340	327
EFO_0009350	809
EFO_0009351	859
EFO_0009352	400
EFO_0009353	78
EFO_0009358	423
EFO_0009360	649
EFO_0009363	658
EFO_0009366	363
EFO_0009368	914
EFO_0009369	943
EFO_0009374	817
EFO_0009381	307
EFO_0009394	543
EFO_0009395	45
EFO_0009396	277
EFO_0009397	862
EFO_0009398	387
EFO_0009399	914
EFO_0009400	26
EFO_0009401	780
EFO_0009403	263
EFO_0009404	90
EFO_0009413	216
EFO_0009414	599
EFO_0009415	24
EFO_0009416	466
EFO_0009417	860
EFO_0009418	399
EFO_0009419	743
EFO_0009421	196
EFO_0009422	15
EFO_0009423	273
EFO_0009437	391
EFO_0009441	637
EFO_0009443	877
EFO_0009458	86
EFO_0009459	305
EFO_0009460	681
EFO_0009549	210
EFO_0009552	253
EFO_0009584	514
EFO_0009587	850
EFO_0009588	285
EFO_0009589	815
EFO_0009592	853
EFO_0009594	300
EFO_0009595	854
EFO_0009596	794
EFO_0009597	841
EFO_0009598	658
EFO_0009599	814
EFO_0009603	163
EFO_0009658	800
EFO_0009693	942
EFO_0009695	108
EFO_0009698	800
EFO_0009700	526
EFO_0009703	416
EFO_0009704	223
EFO_0009706	46
EFO_0009718	263
EFO_0009749	393
EFO_0009751	568
EFO_0009762	652
EFO_0009764	751
EFO_0009765	661
EFO_0009766	363
EFO_0009767	102
EFO_0009768	68
EFO_0009769	972
EFO_0009771	854
EFO_0009773	902
EFO_0009774	244
EFO_0009775	318
EFO_0009776	492
EFO_0009783	852
EFO_0009784	355
EFO_0009785	578
EFO_0009791	141
EFO_0009795	521
EFO_0009819	341
EFO_0009855	291
EFO_0009863	310
EFO_0009882	162
EFO_0009883	102
EFO_0009884	289
EFO_0009890	740
EFO_0009892	436
EFO_0009896	796
EFO_0009902	325
EFO_0009923	211
EFO_0009924	868
EFO_0009925	358
EFO_0009926	923
EFO_0009927	13
EFO_0009928	637
EFO_0009929	627
EFO_0009930	908
EFO_0009931	669
EFO_0009932	241
EFO_0009933	871
EFO_0009934	683
EFO_0009935	536
EFO_0009936	459
EFO_0009937	34
EFO_0009938	971
EFO_0009939	653
EFO_0009940	234
EFO_0009941	704
EFO_0009942	778
EFO_0009943	170
EFO_0009944	23
EFO_0009945	200
EFO_0009958	761
EFO_0009959	127
EFO_0009960	238
EFO_0009961	665
EFO_0009963	750
EFO_0010050	671
EFO_0010057	160
EFO_0010059	526
EFO_0010062	798
EFO_0010066	83
EFO_0010067	578
EFO_0010068	428
EFO_0010070	421
EFO_0010071	250
EFO_0010074	996
EFO_0010075	974
EFO_0010076	419
EFO_0010078	420
EFO_0010079	244
EFO_0010080	471
EFO_0010085	296
EFO_0010089	763
EFO_0010091	31
EFO_0010092	679
EFO_0010093	935
EFO_0010095	987
EFO_0010097	732
EFO_0010098	558
EFO_0010100	309
EFO_0010107	806
EFO_0010117	986
EFO_0010118	440
EFO_0010119	881
EFO_0010125	698
EFO_0010126	221
EFO_0010127	124
EFO_0010128	546
EFO_0010129	598
EFO_0010130	95
EFO_0010134	36
EFO_0010136	108
EFO_0010139	380
EFO_0010140	985
EFO_0010142	345
EFO_0010143	920
EFO_0010145	937
EFO_0010146	480
EFO_0010147	524
EFO_0010149	882
EFO_0010150	112
EFO_0010151	820
EFO_0010152	826
EFO_0010156	233
EFO_0010158	367
EFO_0010176	547
EFO_0010177	700
EFO_0010178	207
EFO_0010220	535
EFO_0010222	985
EFO_0010224	786
EFO_0010225	131
EFO_0010226	128
EFO_0010227	683
EFO_0010228	812
EFO_0010229	832
EFO_0010230	221
EFO_0010240	523
EFO_0010241	787
EFO_0010242	516
EFO_0010269	875
EFO_0010271	39
EFO_0010272	955
EFO_0010331	685
EFO_0010333	740
EFO_0010341	389
EFO_0010346	389
EFO_0010348	136
EFO_0010349	517
EFO_0010353	508
EFO_0010354	911
EFO_0010355	610
EFO_0010362	484
EFO_0010363	552
EFO_0010364	1000
EFO_0010365	765
EFO_0010366	937
EFO_0010367	467
EFO_0010369	920
EFO_0010370	98
EFO_0010373	577
EFO_0010376	392
EFO_0010377	415
EFO_0010382	573
EFO_0010386	404
EFO_0010387	984
EFO_0010389	107
EFO_0010390	224
EFO_0010398	354
EFO_0010411	369
EFO_0010416	781
EFO_0010417	575
EFO_0010420	931
EFO_0010421	551
EFO_0010428	928
EFO_0010430	89
EFO_0010434	441
EFO_0010437	37
EFO_0010443	228
EFO_0010445	875
EFO_0010458	996
EFO_0010463	901
EFO_0010464	186
EFO_0010469	340
EFO_0010472	325
EFO_0010476	658
EFO_0010482	556
EFO_0010502	119
EFO_0010510	154
EFO_0010516	982
EFO_0010528	71
EFO_0010536	852
EFO_0010549	156
EFO_0010551	900
EFO_0010552	254
EFO_0010554	7
EFO_0010556	168
EFO_0010559	45
EFO_0010573	935
EFO_0010574	137
EFO_0010575	893
EFO_0010576	296
EFO_0010583	119
EFO_0010584	261
EFO_0010585	962
EFO_0010586	308
EFO_0010587	104
EFO_0010588	35
EFO_0010589	311
EFO_0010590	185
EFO_0010591	401
EFO_0010592	610
EFO_0010593	460
EFO_0010594	468
EFO_0010595	311
EFO_0010596	334
EFO_0010597	503
EFO_0010598	304
EFO_0010599	639
EFO_0010600	852
EFO_0010601	745
EFO_0010603	806
EFO_0010605	706
EFO_0010606	707
EFO_0010607	776
EFO_0010608	457
EFO_0010609	121
EFO_0010610	635
EFO_0010611	158
EFO_0010612	704
EFO_0010613	197
EFO_0010614	386
EFO_0010615	541
EFO_0010616	154
EFO_0010617	19
EFO_0010618	440
EFO_0010619	785
EFO_0010620	463
EFO_0010621	205
EFO_0010622	364
EFO_0010623	155
EFO_0010625	8
EFO_0010626	863
EFO_0010627	365
EFO_0010628	958
EFO_0010629	792
EFO_0010637	801
EFO_0010638	349
EFO_0010648	229
EFO_0010698	776
EFO_0010699	241
EFO_0010700	508
EFO_0010701	551
EFO_0010702	311
EFO_0010703	130
EFO_0010707	644
EFO_0010724	425
EFO_0010729	183
EFO_0010731	790
EFO_0010732	407
EFO_0010733	334
EFO_0010736	469
EFO_0010742	47
EFO_0010747	317
EFO_0010750	805
EFO_0010762	327
EFO_0010764	919
EFO_0010804	753
EFO_0010808	285
EFO_0010809	370
EFO_0010810	266
EFO_0010811	796
EFO_0010812	18
EFO_0010819	579
EFO_0010820	829
EFO_0010821	455
EFO_0010822	78
EFO_0010825	498
EFO_0010834	989
EFO_0010934	43
EFO_0010940	281
EFO_0010947	836
EFO_0010967	802
EFO_0010972	866
EFO_0010978	825
EFO_0011007	639
EFO_0011009	649
EFO_0011010	808
EFO_0011021	932
EFO_0011022	432
EFO_0011023	852
EFO_0011036	891
EFO_0011037	854
EFO_0011038	779
EFO_0011043	780
EFO_0600000	923
EFO_0600002	720
EFO_0600003	58
EFO_0600004	597
EFO_0600005	343
EFO_0600007	682
EFO_0600008	633
EFO_1000024	31
EFO_1000042	937
EFO_1000059	620
EFO_1000218	692
EFO_1000244	160
EFO_1000391	862
EFO_1000478	77
EFO_1000566	880
EFO_1000616	501
EFO_1000630	603
EFO_1000648	290
EFO_1000649	948
EFO_1000650	566
EFO_1000651	32
EFO_1000654	506
EFO_1000656	889
EFO_1000657	786
EFO_1000749	115
EFO_1000783	694
EFO_1000786	93
EFO_1000789	411
EFO_1000802	504
EFO_1000811	378
EFO_1000826	676
EFO_1000881	186
EFO_1000882	173
EFO_1000886	870
EFO_1000904	636
EFO_1000941	45
EFO_1000965	275
EFO_1000971	975
EFO_1001017	546
EFO_1001022	995
EFO_1001161	876
EFO_1001178	449
EFO_1001209	379
EFO_1001243	947
EFO_1001249	377
EFO_1001250	648
EFO_1001252	406
EFO_1001253	982
EFO_1001293	345
EFO_1001460	855
EFO_1001480	968
EFO_1001486	592
EFO_1001488	709
EFO_1001489	637
EFO_1001490	230
EFO_1001492	333
EFO_1001493	48
EFO_1001494	627
EFO_1001495	264
EFO_1001504	475
EFO_1001506	923
EFO_1001507	916
EFO_1001512	921
EFO_1001514	635
EFO_1001515	961
EFO_1001516	686
EFO_1001857	367
EFO_1001870	951
EFO_1001893	893
EFO_1001925	196
EFO_1001927	11
EFO_1001928	653
EFO_1001929	829
EFO_1001930	65
EFO_1001931	121
EFO_1001950	461
EFO_1001976	273
EFO_1001999	401
EFO_1002005	267
EFO_1002006	263
EFO_1002009	396
EFO_1002011	982
EFO_1002013	972
EFO_1002017	13
EFO_1002019	781
EFO_1002020	504
EFO_1002031	969
EFO_1002032	988
EFO_1002040	785
GO_0006306	86
GO_0006950	811
GO_0006954	737
GO_0007568	86
GO_0007608	759
GO_0009314	300
GO_0010226	358
GO_0014072	84
GO_0031427	740
GO_0031960	584
GO_0033273	474
GO_0034097	242
GO_0035456	411
GO_0036270	131
GO_0036273	24
GO_0036277	486
GO_0042476	861
GO_0042493	594
GO_0044691	445
GO_0050913	935
GO_0051384	407
GO_0060279	830
GO_0061476	155
GO_0061477	850
GO_0061478	825
GO_0061479	130
GO_0070527	385
GO_0097327	964
GO_0097332	366
GO_0097333	236
GO_0097336	304
GO_0097338	726
GO_0097366	236
GO_1901557	886
GO_1901558	154
GO_1901559	456
GO_1903491	678
GO_1903493	46
GO_1990054	558
HANCESTRO_0014	610
HP_0000016	397
HP_0000023	216
HP_0000093	819
HP_0000132	196
HP_0000155	578
HP_0000175	289
HP_0000202	569
HP_0000360	117
HP_0000483	117
HP_0000539	25
HP_0000540	717
HP_0000545	568
HP_0000565	276
HP_0000726	991
HP_0000738	470
HP_0000790	933
HP_0000964	87
HP_0000975	491
HP_0001007	791
HP_0001268	679
HP_0001395	551
HP_0001634	60
HP_0001636	409
HP_0001822	147
HP_0001977	548
HP_0002014	660
HP_0002140	64
HP_0002172	570
HP_0002315	695
HP_0002373	806
HP_0002573	24
HP_0002619	292
HP_0002919	640
HP_0003076	475
HP_0003119	41
HP_0003146	967
HP_0003418	697
HP_0011142	378
HP_0011868	209
HP_0012115	778
HP_0012235	995
HP_0012594	636
HP_0012735	107
HP_0025095	564
HP_0030680	722
HP_0030775	435
HP_0030833	875
HP_0030834	441
HP_0030839	869
HP_0031760	548
HP_0100543	548
HP_0100806	856
HP_0200023	942
MONDO_0000153	128
MONDO_0002046	65
MONDO_0002367	190
MONDO_0002491	471
MONDO_0004247	296
MONDO_0009410	615
MONDO_0016586	446
MONDO_0019472	7
MONDO_0024647	392
MONDO_0044887	323
MONDO_0100096	608
NCIT_C74532	454
NCIT_C82004	950
Orphanet_101953	192
Orphanet_130	731
Orphanet_141136	753
Orphanet_156071	841
Orphanet_1572	175
Orphanet_166282	249
Orphanet_179	34
Orphanet_2133	278
Orphanet_232	386
Orphanet_2495	338
Orphanet_2573	760
Orphanet_275752	537
Orphanet_278	845
Orphanet_282	740
Orphanet_30391	958
Orphanet_307	976
Orphanet_3389	972
Orphanet_3437	342
Orphanet_35093	399
Orphanet_388	139
Orphanet_391311	915
Orphanet_398934	235
Orphanet_399	617
Orphanet_54247	664
Orphanet_586	582
Orphanet_64280	600
Orphanet_654	755
Orphanet_683	636
Orphanet_768	456
Orphanet_79102	308
Orphanet_79364	141
Orphanet_797	639
Orphanet_85443	686
Orphanet_93930	202
Orphanet_93957	554
Orphanet_96346	544
Orphanet_98896	1000
Orphanet_98974	104
Orphanet_99701	460
PATO_0000047	241
